age,gender,province,education,language,religion,n
30-44,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,6
30-44,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,53
30-44,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
30-44,Male,Quebec,Degree above the bachelor's level,Both English and French,No,15
30-44,Male,Quebec,Degree above the bachelor's level,Both English and French,Yes,25
30-44,Male,Quebec,Degree above the bachelor's level,English only,No,3
30-44,Male,Quebec,Degree above the bachelor's level,English only,Yes,4
30-44,Male,Quebec,Degree above the bachelor's level,French only,No,1
30-44,Male,Quebec,Degree above the bachelor's level,French only,Yes,6
30-44,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,No,1
30-44,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,3
30-44,Male,Quebec,Don't know/ Prefer not to answer,Neither English nor French,No,2
30-44,Male,Quebec,High school diploma or its equivalent,Both English and French,No,5
30-44,Male,Quebec,High school diploma or its equivalent,Both English and French,Yes,31
30-44,Male,Quebec,High school diploma or its equivalent,English only,No,2
30-44,Male,Quebec,High school diploma or its equivalent,English only,Yes,2
30-44,Male,Quebec,High school diploma or its equivalent,French only,No,4
30-44,Male,Quebec,High school diploma or its equivalent,French only,Yes,22
30-44,Male,Quebec,Less than high school,Both English and French,No,3
30-44,Male,Quebec,Less than high school,Both English and French,Yes,10
30-44,Male,Quebec,Less than high school,English only,Yes,1
30-44,Male,Quebec,Less than high school,French only,No,1
30-44,Male,Quebec,Less than high school,French only,Yes,13
30-44,Male,Quebec,University below the bachelor's level,Both English and French,No,1
30-44,Male,Quebec,University below the bachelor's level,Both English and French,Yes,8
30-44,Male,Quebec,University below the bachelor's level,French only,No,2
30-44,Male,Quebec,University below the bachelor's level,French only,Yes,2
30-44,Male,Saskatchewan,Bachelor's degree,Both English and French,No,1
30-44,Male,Saskatchewan,Bachelor's degree,Both English and French,Yes,1
30-44,Male,Saskatchewan,Bachelor's degree,English only,No,14
30-44,Male,Saskatchewan,Bachelor's degree,English only,Yes,21
30-44,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,2
30-44,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
30-44,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,20
30-44,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,30
30-44,Male,Saskatchewan,Degree above the bachelor's level,English only,No,2
30-44,Male,Saskatchewan,Degree above the bachelor's level,English only,Yes,8
30-44,Male,Saskatchewan,High school diploma or its equivalent,Both English and French,No,1
30-44,Male,Saskatchewan,High school diploma or its equivalent,Both English and French,Yes,3
30-44,Male,Saskatchewan,High school diploma or its equivalent,English only,No,10
30-44,Male,Saskatchewan,High school diploma or its equivalent,English only,Yes,35
30-44,Male,Saskatchewan,Less than high school,English only,Yes,3
30-44,Male,Saskatchewan,University below the bachelor's level,English only,Yes,4
45-59,Female,Alberta,Bachelor's degree,Both English and French,No,2
45-59,Female,Alberta,Bachelor's degree,Both English and French,Yes,2
45-59,Female,Alberta,Bachelor's degree,English only,No,8
45-59,Female,Alberta,Bachelor's degree,English only,Yes,32
45-59,Female,Alberta,Bachelor's degree,Neither English nor French,Yes,1
45-59,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,4
45-59,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,No,18
45-59,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,60
45-59,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",French only,Yes,1
45-59,Female,Alberta,Degree above the bachelor's level,Both English and French,No,1
45-59,Female,Alberta,Degree above the bachelor's level,Both English and French,Yes,3
45-59,Female,Alberta,Degree above the bachelor's level,English only,No,3
45-59,Female,Alberta,Degree above the bachelor's level,English only,Yes,9
45-59,Female,Alberta,Don't know/ Prefer not to answer,Both English and French,No,1
45-59,Female,Alberta,Don't know/ Prefer not to answer,English only,No,1
45-59,Female,Alberta,Don't know/ Prefer not to answer,English only,Yes,4
45-59,Female,Alberta,Don't know/ Prefer not to answer,Neither English nor French,No,2
45-59,Female,Alberta,High school diploma or its equivalent,Both English and French,No,1
45-59,Female,Alberta,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Female,Alberta,High school diploma or its equivalent,English only,No,18
45-59,Female,Alberta,High school diploma or its equivalent,English only,Yes,34
45-59,Female,Alberta,Less than high school,English only,Yes,8
45-59,Female,Alberta,Less than high school,Neither English nor French,No,1
45-59,Female,Alberta,University below the bachelor's level,Both English and French,Yes,2
45-59,Female,Alberta,University below the bachelor's level,English only,No,1
45-59,Female,Alberta,University below the bachelor's level,English only,Yes,6
45-59,Female,British Columbia,Bachelor's degree,Both English and French,No,4
45-59,Female,British Columbia,Bachelor's degree,Both English and French,Yes,4
45-59,Female,British Columbia,Bachelor's degree,English only,No,24
45-59,Female,British Columbia,Bachelor's degree,English only,Yes,52
45-59,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
45-59,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,46
45-59,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,67
45-59,Female,British Columbia,Degree above the bachelor's level,Both English and French,No,4
45-59,Female,British Columbia,Degree above the bachelor's level,Both English and French,Yes,7
45-59,Female,British Columbia,Degree above the bachelor's level,English only,No,13
45-59,Female,British Columbia,Degree above the bachelor's level,English only,Yes,18
45-59,Female,British Columbia,Don't know/ Prefer not to answer,English only,No,2
45-59,Female,British Columbia,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,British Columbia,Don't know/ Prefer not to answer,Neither English nor French,No,1
45-59,Female,British Columbia,High school diploma or its equivalent,Both English and French,No,1
45-59,Female,British Columbia,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Female,British Columbia,High school diploma or its equivalent,English only,No,27
45-59,Female,British Columbia,High school diploma or its equivalent,English only,Yes,25
45-59,Female,British Columbia,High school diploma or its equivalent,Neither English nor French,No,3
45-59,Female,British Columbia,Less than high school,English only,No,5
45-59,Female,British Columbia,Less than high school,English only,Yes,9
45-59,Female,British Columbia,Less than high school,Neither English nor French,Yes,2
45-59,Female,British Columbia,University below the bachelor's level,English only,No,6
45-59,Female,British Columbia,University below the bachelor's level,English only,Yes,7
45-59,Female,Manitoba,Bachelor's degree,Both English and French,No,2
45-59,Female,Manitoba,Bachelor's degree,Both English and French,Yes,3
45-59,Female,Manitoba,Bachelor's degree,English only,No,2
45-59,Female,Manitoba,Bachelor's degree,English only,Yes,18
45-59,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
45-59,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,No,6
45-59,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,32
45-59,Female,Manitoba,Degree above the bachelor's level,Both English and French,No,1
45-59,Female,Manitoba,Degree above the bachelor's level,Both English and French,Yes,1
45-59,Female,Manitoba,Degree above the bachelor's level,English only,No,2
45-59,Female,Manitoba,Degree above the bachelor's level,English only,Yes,5
45-59,Female,Manitoba,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,Manitoba,High school diploma or its equivalent,English only,No,5
45-59,Female,Manitoba,High school diploma or its equivalent,English only,Yes,26
45-59,Female,Manitoba,Less than high school,English only,No,1
45-59,Female,Manitoba,Less than high school,English only,Yes,3
45-59,Female,Manitoba,Less than high school,Neither English nor French,No,1
45-59,Female,Manitoba,Less than high school,Neither English nor French,Yes,1
45-59,Female,Manitoba,University below the bachelor's level,Both English and French,Yes,1
45-59,Female,Manitoba,University below the bachelor's level,English only,No,2
45-59,Female,Manitoba,University below the bachelor's level,English only,Yes,7
45-59,Female,New Brunswick,Bachelor's degree,Both English and French,Yes,12
45-59,Female,New Brunswick,Bachelor's degree,English only,No,2
45-59,Female,New Brunswick,Bachelor's degree,English only,Yes,20
45-59,Female,New Brunswick,Bachelor's degree,French only,Yes,1
45-59,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
45-59,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,20
45-59,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,No,10
45-59,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,36
45-59,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",French only,Yes,1
45-59,Female,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,9
45-59,Female,New Brunswick,Degree above the bachelor's level,English only,Yes,2
45-59,Female,New Brunswick,Degree above the bachelor's level,French only,Yes,1
45-59,Female,New Brunswick,Degree above the bachelor's level,Neither English nor French,No,1
45-59,Female,New Brunswick,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,16
45-59,Female,New Brunswick,High school diploma or its equivalent,English only,No,3
45-59,Female,New Brunswick,High school diploma or its equivalent,English only,Yes,22
45-59,Female,New Brunswick,High school diploma or its equivalent,French only,Yes,1
45-59,Female,New Brunswick,Less than high school,Both English and French,No,1
45-59,Female,New Brunswick,Less than high school,Both English and French,Yes,2
45-59,Female,New Brunswick,Less than high school,English only,Yes,5
45-59,Female,New Brunswick,Less than high school,French only,Yes,4
45-59,Female,New Brunswick,University below the bachelor's level,English only,No,1
45-59,Female,New Brunswick,University below the bachelor's level,English only,Yes,8
45-59,Female,Newfoundland and Labrador,Bachelor's degree,Both English and French,Yes,2
45-59,Female,Newfoundland and Labrador,Bachelor's degree,English only,No,2
45-59,Female,Newfoundland and Labrador,Bachelor's degree,English only,Yes,14
45-59,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
45-59,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,No,6
45-59,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,64
45-59,Female,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,8
45-59,Female,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,34
45-59,Female,Newfoundland and Labrador,Less than high school,English only,Yes,20
45-59,Female,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,3
45-59,Female,Nova Scotia,Bachelor's degree,Both English and French,No,1
45-59,Female,Nova Scotia,Bachelor's degree,Both English and French,Yes,7
45-59,Female,Nova Scotia,Bachelor's degree,English only,No,6
45-59,Female,Nova Scotia,Bachelor's degree,English only,Yes,24
45-59,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
45-59,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,12
45-59,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,44
45-59,Female,Nova Scotia,Degree above the bachelor's level,Both English and French,No,1
45-59,Female,Nova Scotia,Degree above the bachelor's level,English only,No,2
45-59,Female,Nova Scotia,Degree above the bachelor's level,English only,Yes,12
45-59,Female,Nova Scotia,Don't know/ Prefer not to answer,Both English and French,Yes,1
45-59,Female,Nova Scotia,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Female,Nova Scotia,High school diploma or its equivalent,English only,No,9
45-59,Female,Nova Scotia,High school diploma or its equivalent,English only,Yes,28
45-59,Female,Nova Scotia,Less than high school,Both English and French,Yes,2
45-59,Female,Nova Scotia,Less than high school,English only,No,2
45-59,Female,Nova Scotia,Less than high school,English only,Yes,9
45-59,Female,Nova Scotia,University below the bachelor's level,Both English and French,Yes,1
45-59,Female,Nova Scotia,University below the bachelor's level,English only,Yes,7
45-59,Female,Ontario,Bachelor's degree,Both English and French,No,4
45-59,Female,Ontario,Bachelor's degree,Both English and French,Yes,35
45-59,Female,Ontario,Bachelor's degree,English only,No,35
45-59,Female,Ontario,Bachelor's degree,English only,Yes,116
45-59,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
45-59,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,18
45-59,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,38
45-59,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,191
45-59,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
45-59,Female,Ontario,Degree above the bachelor's level,Both English and French,No,9
45-59,Female,Ontario,Degree above the bachelor's level,Both English and French,Yes,14
45-59,Female,Ontario,Degree above the bachelor's level,English only,No,17
45-59,Female,Ontario,Degree above the bachelor's level,English only,Yes,59
45-59,Female,Ontario,Don't know/ Prefer not to answer,English only,No,2
45-59,Female,Ontario,Don't know/ Prefer not to answer,English only,Yes,5
45-59,Female,Ontario,Don't know/ Prefer not to answer,Neither English nor French,No,3
45-59,Female,Ontario,High school diploma or its equivalent,Both English and French,Yes,15
45-59,Female,Ontario,High school diploma or its equivalent,English only,No,23
45-59,Female,Ontario,High school diploma or its equivalent,English only,Yes,110
45-59,Female,Ontario,High school diploma or its equivalent,Neither English nor French,No,2
45-59,Female,Ontario,Less than high school,Both English and French,Yes,2
45-59,Female,Ontario,Less than high school,English only,No,4
45-59,Female,Ontario,Less than high school,English only,Yes,28
45-59,Female,Ontario,University below the bachelor's level,Both English and French,No,1
45-59,Female,Ontario,University below the bachelor's level,Both English and French,Yes,2
45-59,Female,Ontario,University below the bachelor's level,English only,No,6
45-59,Female,Ontario,University below the bachelor's level,English only,Yes,9
45-59,Female,Ontario,University below the bachelor's level,French only,No,1
45-59,Female,Prince Edward Island,Bachelor's degree,Both English and French,Yes,3
45-59,Female,Prince Edward Island,Bachelor's degree,English only,No,3
45-59,Female,Prince Edward Island,Bachelor's degree,English only,Yes,7
45-59,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
45-59,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,No,5
45-59,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,31
45-59,Female,Prince Edward Island,Degree above the bachelor's level,Both English and French,No,3
45-59,Female,Prince Edward Island,Degree above the bachelor's level,Both English and French,Yes,2
45-59,Female,Prince Edward Island,Degree above the bachelor's level,English only,No,2
45-59,Female,Prince Edward Island,Degree above the bachelor's level,English only,Yes,6
45-59,Female,Prince Edward Island,Don't know/ Prefer not to answer,Neither English nor French,No,1
45-59,Female,Prince Edward Island,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Female,Prince Edward Island,High school diploma or its equivalent,English only,No,1
45-59,Female,Prince Edward Island,High school diploma or its equivalent,English only,Yes,16
45-59,Female,Prince Edward Island,High school diploma or its equivalent,Neither English nor French,No,1
45-59,Female,Prince Edward Island,Less than high school,English only,No,1
45-59,Female,Prince Edward Island,Less than high school,English only,Yes,6
45-59,Female,Prince Edward Island,University below the bachelor's level,English only,Yes,1
45-59,Female,Quebec,Bachelor's degree,Both English and French,No,7
45-59,Female,Quebec,Bachelor's degree,Both English and French,Yes,44
45-59,Female,Quebec,Bachelor's degree,English only,Yes,3
45-59,Female,Quebec,Bachelor's degree,French only,No,1
45-59,Female,Quebec,Bachelor's degree,French only,Yes,33
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,3
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,49
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,No,1
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,4
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,3
45-59,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,102
45-59,Female,Quebec,Degree above the bachelor's level,Both English and French,No,9
45-59,Female,Quebec,Degree above the bachelor's level,Both English and French,Yes,16
45-59,Female,Quebec,Degree above the bachelor's level,English only,Yes,1
45-59,Female,Quebec,Degree above the bachelor's level,French only,Yes,11
45-59,Female,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,1
45-59,Female,Quebec,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Female,Quebec,Don't know/ Prefer not to answer,French only,Yes,1
45-59,Female,Quebec,High school diploma or its equivalent,Both English and French,No,3
45-59,Female,Quebec,High school diploma or its equivalent,Both English and French,Yes,34
45-59,Female,Quebec,High school diploma or its equivalent,English only,Yes,2
45-59,Female,Quebec,High school diploma or its equivalent,French only,No,1
45-59,Female,Quebec,High school diploma or its equivalent,French only,Yes,48
45-59,Female,Quebec,Less than high school,Both English and French,Yes,5
45-59,Female,Quebec,Less than high school,English only,Yes,1
45-59,Female,Quebec,Less than high school,French only,No,1
45-59,Female,Quebec,Less than high school,French only,Yes,47
45-59,Female,Quebec,University below the bachelor's level,Both English and French,No,2
45-59,Female,Quebec,University below the bachelor's level,Both English and French,Yes,11
45-59,Female,Quebec,University below the bachelor's level,French only,Yes,8
45-59,Female,Saskatchewan,Bachelor's degree,Both English and French,Yes,2
45-59,Female,Saskatchewan,Bachelor's degree,English only,No,1
45-59,Female,Saskatchewan,Bachelor's degree,English only,Yes,15
45-59,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,2
45-59,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,9
45-59,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,34
45-59,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,Yes,1
45-59,Female,Saskatchewan,Degree above the bachelor's level,English only,No,3
45-59,Female,Saskatchewan,Degree above the bachelor's level,English only,Yes,2
45-59,Female,Saskatchewan,Don't know/ Prefer not to answer,Both English and French,No,1
45-59,Female,Saskatchewan,Don't know/ Prefer not to answer,Neither English nor French,No,1
45-59,Female,Saskatchewan,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Female,Saskatchewan,High school diploma or its equivalent,English only,No,7
45-59,Female,Saskatchewan,High school diploma or its equivalent,English only,Yes,14
45-59,Female,Saskatchewan,High school diploma or its equivalent,Neither English nor French,Yes,1
45-59,Female,Saskatchewan,Less than high school,English only,No,2
45-59,Female,Saskatchewan,Less than high school,English only,Yes,7
45-59,Female,Saskatchewan,University below the bachelor's level,English only,No,3
45-59,Female,Saskatchewan,University below the bachelor's level,English only,Yes,5
45-59,Male,Alberta,Bachelor's degree,Both English and French,No,1
45-59,Male,Alberta,Bachelor's degree,Both English and French,Yes,2
45-59,Male,Alberta,Bachelor's degree,English only,No,5
45-59,Male,Alberta,Bachelor's degree,English only,Yes,26
45-59,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
45-59,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
45-59,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,No,20
45-59,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,60
45-59,Male,Alberta,Degree above the bachelor's level,Both English and French,No,1
45-59,Male,Alberta,Degree above the bachelor's level,Both English and French,Yes,2
45-59,Male,Alberta,Degree above the bachelor's level,English only,No,2
45-59,Male,Alberta,Degree above the bachelor's level,English only,Yes,12
45-59,Male,Alberta,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Male,Alberta,High school diploma or its equivalent,Both English and French,Yes,2
45-59,Male,Alberta,High school diploma or its equivalent,English only,No,15
45-59,Male,Alberta,High school diploma or its equivalent,English only,Yes,39
45-59,Male,Alberta,High school diploma or its equivalent,Neither English nor French,No,1
45-59,Male,Alberta,Less than high school,Both English and French,Yes,1
45-59,Male,Alberta,Less than high school,English only,No,9
45-59,Male,Alberta,Less than high school,English only,Yes,7
45-59,Male,Alberta,University below the bachelor's level,English only,No,1
45-59,Male,Alberta,University below the bachelor's level,English only,Yes,2
45-59,Male,British Columbia,Bachelor's degree,Both English and French,No,4
45-59,Male,British Columbia,Bachelor's degree,English only,No,20
45-59,Male,British Columbia,Bachelor's degree,English only,Yes,28
45-59,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,4
45-59,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,35
45-59,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,34
45-59,Male,British Columbia,Degree above the bachelor's level,Both English and French,No,1
45-59,Male,British Columbia,Degree above the bachelor's level,Both English and French,Yes,2
45-59,Male,British Columbia,Degree above the bachelor's level,English only,No,10
45-59,Male,British Columbia,Degree above the bachelor's level,English only,Yes,19
45-59,Male,British Columbia,Don't know/ Prefer not to answer,Both English and French,Yes,1
45-59,Male,British Columbia,Don't know/ Prefer not to answer,English only,No,1
45-59,Male,British Columbia,Don't know/ Prefer not to answer,English only,Yes,4
45-59,Male,British Columbia,High school diploma or its equivalent,Both English and French,No,2
45-59,Male,British Columbia,High school diploma or its equivalent,English only,No,22
45-59,Male,British Columbia,High school diploma or its equivalent,English only,Yes,37
45-59,Male,British Columbia,High school diploma or its equivalent,Neither English nor French,No,1
45-59,Male,British Columbia,Less than high school,Both English and French,Yes,1
45-59,Male,British Columbia,Less than high school,English only,No,9
45-59,Male,British Columbia,Less than high school,English only,Yes,13
45-59,Male,British Columbia,University below the bachelor's level,English only,No,4
45-59,Male,British Columbia,University below the bachelor's level,English only,Yes,5
45-59,Male,Manitoba,Bachelor's degree,Both English and French,Yes,1
45-59,Male,Manitoba,Bachelor's degree,English only,No,6
45-59,Male,Manitoba,Bachelor's degree,English only,Yes,15
45-59,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
45-59,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
45-59,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,No,8
45-59,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,26
45-59,Male,Manitoba,Degree above the bachelor's level,Both English and French,No,1
45-59,Male,Manitoba,Degree above the bachelor's level,English only,No,1
45-59,Male,Manitoba,Degree above the bachelor's level,English only,Yes,6
45-59,Male,Manitoba,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Male,Manitoba,High school diploma or its equivalent,English only,No,7
45-59,Male,Manitoba,High school diploma or its equivalent,English only,Yes,26
45-59,Male,Manitoba,Less than high school,Both English and French,Yes,1
45-59,Male,Manitoba,Less than high school,English only,No,2
45-59,Male,Manitoba,Less than high school,English only,Yes,16
45-59,Male,Manitoba,University below the bachelor's level,English only,No,1
45-59,Male,Manitoba,University below the bachelor's level,English only,Yes,2
45-59,Male,New Brunswick,Bachelor's degree,Both English and French,No,2
45-59,Male,New Brunswick,Bachelor's degree,Both English and French,Yes,13
45-59,Male,New Brunswick,Bachelor's degree,English only,No,2
45-59,Male,New Brunswick,Bachelor's degree,English only,Yes,9
45-59,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
45-59,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,9
45-59,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,No,8
45-59,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,25
45-59,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",French only,Yes,2
45-59,Male,New Brunswick,Degree above the bachelor's level,Both English and French,No,1
45-59,Male,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,7
45-59,Male,New Brunswick,Degree above the bachelor's level,English only,No,2
45-59,Male,New Brunswick,Degree above the bachelor's level,English only,Yes,4
45-59,Male,New Brunswick,Don't know/ Prefer not to answer,Both English and French,No,1
45-59,Male,New Brunswick,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Male,New Brunswick,Don't know/ Prefer not to answer,Neither English nor French,No,2
45-59,Male,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,9
45-59,Male,New Brunswick,High school diploma or its equivalent,English only,No,5
45-59,Male,New Brunswick,High school diploma or its equivalent,English only,Yes,29
45-59,Male,New Brunswick,High school diploma or its equivalent,French only,Yes,1
45-59,Male,New Brunswick,Less than high school,Both English and French,Yes,3
45-59,Male,New Brunswick,Less than high school,English only,No,2
45-59,Male,New Brunswick,Less than high school,English only,Yes,7
45-59,Male,New Brunswick,University below the bachelor's level,Both English and French,Yes,1
45-59,Male,New Brunswick,University below the bachelor's level,English only,Yes,2
45-59,Male,Newfoundland and Labrador,Bachelor's degree,Both English and French,Yes,1
45-59,Male,Newfoundland and Labrador,Bachelor's degree,English only,Yes,12
45-59,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
45-59,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,No,5
45-59,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,37
45-59,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,No,1
45-59,Male,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,8
45-59,Male,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Male,Newfoundland and Labrador,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Male,Newfoundland and Labrador,High school diploma or its equivalent,English only,No,4
45-59,Male,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,27
45-59,Male,Newfoundland and Labrador,Less than high school,English only,Yes,27
45-59,Male,Newfoundland and Labrador,Less than high school,Neither English nor French,No,1
45-59,Male,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,3
45-59,Male,Nova Scotia,Bachelor's degree,Both English and French,No,2
45-59,Male,Nova Scotia,Bachelor's degree,Both English and French,Yes,4
45-59,Male,Nova Scotia,Bachelor's degree,English only,No,6
45-59,Male,Nova Scotia,Bachelor's degree,English only,Yes,18
45-59,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
45-59,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,11
45-59,Male,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,46
45-59,Male,Nova Scotia,Degree above the bachelor's level,Both English and French,Yes,5
45-59,Male,Nova Scotia,Degree above the bachelor's level,English only,No,4
45-59,Male,Nova Scotia,Degree above the bachelor's level,English only,Yes,10
45-59,Male,Nova Scotia,Degree above the bachelor's level,Neither English nor French,No,1
45-59,Male,Nova Scotia,Don't know/ Prefer not to answer,Neither English nor French,No,1
45-59,Male,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,2
45-59,Male,Nova Scotia,High school diploma or its equivalent,English only,No,11
45-59,Male,Nova Scotia,High school diploma or its equivalent,English only,Yes,31
45-59,Male,Nova Scotia,Less than high school,English only,No,4
45-59,Male,Nova Scotia,Less than high school,English only,Yes,14
45-59,Male,Nova Scotia,University below the bachelor's level,English only,Yes,1
45-59,Male,Ontario,Bachelor's degree,Both English and French,No,4
45-59,Male,Ontario,Bachelor's degree,Both English and French,Yes,19
45-59,Male,Ontario,Bachelor's degree,English only,No,36
45-59,Male,Ontario,Bachelor's degree,English only,Yes,99
45-59,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
45-59,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,22
45-59,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,38
45-59,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,115
45-59,Male,Ontario,Degree above the bachelor's level,Both English and French,No,5
45-59,Male,Ontario,Degree above the bachelor's level,Both English and French,Yes,6
